Time,CO2,CO,NO,CH3,Temperature,Humidity,Pressure,Spirometry
0.0,2423.2921766671398,4.217909946482471,0.041614072336326885,0.041220598632201,35.59334451578003,42.53626135658942,999.671183974846,1.9058788702465874
0.1,2444.8398026915925,4.394382800202432,0.04262770824955358,0.04293165230184004,35.6447112401186,44.468872076979224,995.2827641515034,2.1562798091878737
0.2,2352.0263713255094,4.643380223384257,0.044004195734059906,0.043663462519105155,35.52777068148766,48.55895851678903,996.3536291563066,2.284496197481111
0.30000000000000004,2552.2059646364273,4.998703979869358,0.04410450622560943,0.04409138881090188,35.715011768122004,51.72690972956928,1005.7522495678662,2.598242574670662
0.4,2627.464788501999,5.1934143062865505,0.04532518250352606,0.045318237409408116,35.97734486724369,53.94032828895931,1002.1645617072368,2.642998461187126
0.5,2814.147218717107,5.496195738250417,0.04660887703725733,0.04695039121880017,35.82164175547541,55.54070626889393,1005.4236473626046,2.843881692775607
0.6000000000000001,2855.35714279549,5.578181696423114,0.04704798852182865,0.04777593037102139,35.917689481488736,54.45538910358003,1007.3516307294218,3.049810097950254
0.7000000000000001,2967.0682585556783,5.788558359229814,0.04777473427905707,0.04859959985544889,36.12919303280094,58.802284058660334,1011.7726304759334,3.161661896172265
0.8,3048.9926235692374,5.820836278962008,0.049180247995962885,0.049029850371460404,36.11354893529898,60.620998434753865,1012.6873231932982,3.366631889092277
0.9,3403.861989039798,5.803752854174004,0.05005700695812734,0.04941267605960771,36.27848106750821,61.755891660121364,1011.3868233851676,3.559209332877584
1.0,3146.4004098668715,5.928603847555102,0.04994640790149342,0.0501833880464236,36.37488962379069,63.00759466129971,1015.2520928119256,3.6076276793642275
1.1,3176.508459910818,6.296965549421419,0.05059916335505254,0.05016392748239097,36.48809564336843,64.31076397525742,1014.0206071259703,3.8197896115605086
1.2000000000000002,3538.0226429885215,6.200499487054545,0.05062741561316801,0.05114521104189626,36.510836171515415,62.723075758751314,1017.3061231758069,3.783956831922856
1.3,3337.8594862136856,6.130465063216733,0.05103204141275238,0.05081688108011495,36.288862873819845,62.217033046437486,1015.77956812231,3.8699057585267895
1.4000000000000001,3377.848792713652,6.343204988860433,0.0519316877512975,0.05143604455553406,36.501424197749046,62.58486865456696,1019.1731922678537,3.9809743213163973
1.5,3412.5024236210993,6.12009172844616,0.0510707243976925,0.0517734034663182,36.536352776760125,62.5409326072163,1012.3697114549034,3.835529958107315
1.6,3576.6619198635462,6.275956631281922,0.05142450095161867,0.05190108190551377,36.333641903119315,64.48870718150278,1011.9113741685424,3.8092666562757196
1.7000000000000002,3456.908380390985,6.22348623301344,0.05087193657112794,0.05090360711683769,36.302030368658585,62.673329155210546,1016.3542009247901,3.9468171391937372
1.8,3471.6048628844014,6.137249326403643,0.05061711604357586,0.05099807877858513,36.54195624384058,61.66501609629331,1015.2223789217289,3.8558374335901497
1.9000000000000001,3509.1603392065836,6.022451355063483,0.05079447673597491,0.050532913662890054,36.446172963006894,61.32812539305922,1016.5344820493171,3.6718825706882003
2.0,3415.8728774920464,6.051723611376591,0.05010133572471728,0.050560179737053665,36.274528799151945,60.16746651392325,1011.1159314952313,3.6120600003007928
2.1,3321.9718415329257,5.833164177979438,0.049660733375082276,0.05000208431726981,36.340569022320224,58.79759613077761,1013.9369023663835,3.5299571760736894
2.2,3170.9207941627847,5.608126412714431,0.048446454436880095,0.04933376618491392,36.1928872509797,58.14692752203594,1009.2707752132346,3.425842374239939
2.3000000000000003,3208.8218225007454,5.730560462703256,0.04773096826247738,0.04841472105709092,35.97757801029324,60.076444925727785,1009.6478959523349,3.202949153124716
2.4000000000000004,2908.952070127356,5.334921872437838,0.0474934602121704,0.04716371829400755,36.11879649226515,57.42755353277458,1010.075530820125,3.158005383039147
2.5,2863.3513792920203,5.4075475648286,0.046795070055020406,0.046195473275820284,36.071955604583756,52.45173389917082,1005.0197186161436,2.8650638439556313
2.6,2857.585157776302,4.937186126919864,0.04563207635638551,0.04599250009638085,35.975297414147704,52.524794056680584,1001.0342204032578,2.7326578214279964
2.7,2476.458959326366,4.924770614118862,0.04434883139401782,0.044652438523592956,35.85344804286044,51.362990340660566,1000.6370497451991,2.517083336272047
2.8000000000000003,2565.593051616592,4.806214586557088,0.043480245235207854,0.04342646960059379,35.75674983021608,48.0602323762613,1000.2927587728315,2.2262917544009078
2.9000000000000004,2456.1702901909084,4.334878624191952,0.04281764396576527,0.042585189916015384,35.472714849106204,46.04962500167451,995.6904275559652,2.113790377051292
3.0,2472.974912145844,4.1833642435810905,0.04188012537706841,0.041957378225676814,35.44179373176684,45.4041093421583,999.3981256304095,1.9762251046572739
